% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.175717767e+05 +7.170028967e+05 +7.170028967e+05 +3.9934e+00 +1.2910e+00 -3.5841e-01
8 0 +5.126398555e+05 +5.120709755e+05 +5.120709755e+05 -4.4598e+00 -1.5575e+00 -5.0589e-01
18 0 +3.592280965e+05 +3.586592165e+05 +3.586592165e+05 -1.7473e+00 +1.6242e+00 -7.1418e-01
21 0 +5.760151926e+04 +5.703263926e+04 +5.703263926e+04 -4.5842e+00 -3.9155e+00 -1.4986e+00
49 0 +1.017674344e+03 +4.487943441e+02 +4.487943441e+02 -4.9526e+00 -3.2409e+00 -1.2870e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.069000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.290197354e+07 +2.290199423e+07 +2.290199423e+07 +2.3431e+00 -1.0215e-01 -3.3267e+00
2 0 +1.781649987e+07 +1.781652056e+07 +1.781652056e+07 +2.7543e+00 -1.5548e+00 -2.6807e+00
3 0 +8.777744484e+05 +8.777951384e+05 +8.777951384e+05 +6.9144e-01 -3.2739e-01 +2.4991e+00
14 0 +2.489339982e+04 +2.491408982e+04 +2.491408982e+04 -9.5134e-01 -4.4554e+00 +1.6017e+00
107 0 +1.524106777e+04 +1.526175777e+04 +1.526175777e+04 +1.1636e+00 +1.1006e+00 +1.6518e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.616700000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.460071636e+07 +2.460127803e+07 +2.460127803e+07 +4.6245e+00 -1.7731e+00 +2.6544e+00
2 0 +9.306035058e+04 +9.362202058e+04 +9.362202058e+04 +7.6307e-01 +2.1360e+00 -2.0742e+00
164 0 +3.211158387e+04 +3.267325387e+04 +3.267325387e+04 +4.0978e+00 -3.7201e-02 -2.1844e+00
